freq,nrg_cons,nrg_prc,currency,geo\TIME_PERIOD	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,KWH5000-14999,TAX_ENV,NAC,RS	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH5000-14999,TAX_ENV,NAC,SE	: 	: 	: 	: 	: 	: 	0.3920 
A,KWH5000-14999,TAX_ENV,NAC,SI	: 	: 	: 	: 	: 	: 	0.0015 
A,KWH5000-14999,TAX_ENV,NAC,TR	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH5000-14999,TAX_ENV,NAT,AL	0.0000 	0.0000 	0.0000 	0.0000 e	: 	: 	: 
A,KWH5000-14999,TAX_ENV,NAT,AT	0.0150 	0.0150 	0.0150 	0.0150 	0.0150 	0.0102 	: 
A,KWH5000-14999,TAX_ENV,NAT,BA	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,KWH5000-14999,TAX_ENV,NAT,BE	0.0000 e	0.0019 	0.0019 	0.0019 	0.0019 	0.0163 	: 
A,KWH5000-14999,TAX_ENV,NAT,BG	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 
A,KWH5000-14999,TAX_ENV,NAT,CY	0.0027 d	0.0074 	0.0150 	0.0153 	0.0322 	0.0599 	: 
A,KWH5000-14999,TAX_ENV,NAT,CZ	0.0300 	0.0300 	0.0300 	0.0300 	0.0283 	0.0283 	: 
A,KWH5000-14999,TAX_ENV,NAT,DE	: 	: 	0.0205 	0.0205 	0.0205 	0.0205 	: 
A,KWH5000-14999,TAX_ENV,NAT,DK	0.6084 	0.6248 	0.6189 	0.5536 	0.3648 	0.2753 	: 
A,KWH5000-14999,TAX_ENV,NAT,EE	0.0045 	0.0045 	0.0045 	0.0023 	0.0010 	0.0010 	: 
A,KWH5000-14999,TAX_ENV,NAT,EL	0.0000 	0.0000 	0.0022 	0.0021 	0.0022 	0.0022 	: 
A,KWH5000-14999,TAX_ENV,NAT,ES	: 	: 	0.0080 	0.0074 	0.0116 	0.0058 	: 
A,KWH5000-14999,TAX_ENV,NAT,FI	0.0224 	0.0224 	0.0224 	0.0224 	0.0224 	0.0224 	: 
A,KWH5000-14999,TAX_ENV,NAT,FR	0.0316 	0.0317 	0.0318 	0.0320 	0.0318 	0.0127 	: 
A,KWH5000-14999,TAX_ENV,NAT,GE	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 
A,KWH5000-14999,TAX_ENV,NAT,HR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,KWH5000-14999,TAX_ENV,NAT,HU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 
A,KWH5000-14999,TAX_ENV,NAT,IE	0.0000 	0.0000 	0.0000 	0.0002 	0.0000 	: 	: 
A,KWH5000-14999,TAX_ENV,NAT,IS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,KWH5000-14999,TAX_ENV,NAT,IT	: 	: 	0.0218 	0.0222 	0.0223 	0.0222 	: 
A,KWH5000-14999,TAX_ENV,NAT,LI	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,KWH5000-14999,TAX_ENV,NAT,LT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 
A,KWH5000-14999,TAX_ENV,NAT,LU	0.0010 	0.0010 	0.0010 	0.0010 	0.0000 	0.0000 	: 
A,KWH5000-14999,TAX_ENV,NAT,LV	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,KWH5000-14999,TAX_ENV,NAT,MD	: 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,KWH5000-14999,TAX_ENV,NAT,ME	0.0000 	0.0000 	: 	: 	: 	: 	: 
A,KWH5000-14999,TAX_ENV,NAT,MK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,KWH5000-14999,TAX_ENV,NAT,MT	0.0015 	0.0015 	0.0015 	0.0015 	0.0015 	0.0015 	: 
A,KWH5000-14999,TAX_ENV,NAT,NL	0.0540 	0.0562 	0.0593 	0.0290 	0.0229 	-0.0763 	: 
A,KWH5000-14999,TAX_ENV,NAT,NO	0.1698 	0.1725 	0.1644 	0.1670 	0.1728 	0.1395 	: 
A,KWH5000-14999,TAX_ENV,NAT,PL	0.0371 e	0.0452 	0.0406 	0.0708 	0.0958 	0.1514 	: 
A,KWH5000-14999,TAX_ENV,NAT,PT	0.0000 	0.0010 	0.0010 	0.0010 	0.0010 	0.0010 	: 
A,KWH5000-14999,TAX_ENV,NAT,RO	0.0048 	0.0047 	0.0049 	0.0051 	0.0052 	0.0049 	: 
A,KWH5000-14999,TAX_ENV,NAT,RS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,KWH5000-14999,TAX_ENV,NAT,SE	0.2950 	0.3310 	0.3470 	0.3530 	0.3560 	0.3600 	: 
A,KWH5000-14999,TAX_ENV,NAT,SI	0.0031 	0.0030 	0.0030 	0.0030 	0.0030 	0.0017 	: 
A,KWH5000-14999,TAX_ENV,NAT,SK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 
A,KWH5000-14999,TAX_ENV,NAT,TR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,KWH5000-14999,TAX_ENV,NAT,UA	: 	: 	: 	0.0000 	: 	: 	: 
A,KWH5000-14999,TAX_ENV,NAT,UK	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 
A,KWH5000-14999,TAX_ENV,NAT,XK	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 
A,KWH5000-14999,TAX_ENV,PPS,AL	0.0000 	0.0000 	0.0000 	0.0000 e	: 	: 	: 
A,KWH5000-14999,TAX_ENV,PPS,AT	0.0133 	0.0133 	0.0132 	0.0131 	0.0130 	0.0089 	0.0014 
A,KWH5000-14999,TAX_ENV,PPS,BA	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,KWH5000-14999,TAX_ENV,PPS,BE	0.0000 e	0.0017 	0.0017 	0.0017 	0.0017 	0.0147 	0.0365 
A,KWH5000-14999,TAX_ENV,PPS,BG	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 
A,KWH5000-14999,TAX_ENV,PPS,CY	0.0030 d	0.0082 	0.0166 	0.0167 	0.0351 	0.0661 	0.0776 
A,KWH5000-14999,TAX_ENV,PPS,CZ	0.0017 	0.0016 	0.0016 	0.0016 	0.0015 	0.0014 	0.0014 
A,KWH5000-14999,TAX_ENV,PPS,DE	: 	: 	0.0185 	0.0186 	0.0185 	0.0185 	0.0183 
A,KWH5000-14999,TAX_ENV,PPS,DK	0.0608 	0.0626 	0.0625 	0.0558 	0.0369 	0.0277 	0.0147 
A,KWH5000-14999,TAX_ENV,PPS,EA	: 	: 	0.0197 	0.0185 	0.0189 	0.0103 	: 
A,KWH5000-14999,TAX_ENV,PPS,EE	0.0058 	0.0056 	0.0055 	0.0029 	0.0012 	0.0012 	0.0011 
A,KWH5000-14999,TAX_ENV,PPS,EL	0.0000 	0.0000 	0.0027 	0.0025 	0.0027 	0.0027 	: 
A,KWH5000-14999,TAX_ENV,PPS,ES	: 	: 	0.0086 	0.0079 	0.0124 	0.0061 	: 
A,KWH5000-14999,TAX_ENV,PPS,EU27_2020	: 	: 	0.0190 	0.0185 	0.0188 	0.0131 	: 
A,KWH5000-14999,TAX_ENV,PPS,FI	0.0178 	0.0178 	0.0178 	0.0177 	0.0180 	0.0179 	0.0181 
A,KWH5000-14999,TAX_ENV,PPS,FR	0.0282 	0.0284 	0.0292 	0.0294 	0.0293 	0.0117 	0.0010 
A,KWH5000-14999,TAX_ENV,PPS,HR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,KWH5000-14999,TAX_ENV,PPS,HU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,KWH5000-14999,TAX_ENV,PPS,IE	0.0000 	0.0000 	0.0000 	0.0002 	0.0000 	: 	: 
A,KWH5000-14999,TAX_ENV,PPS,IS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,KWH5000-14999,TAX_ENV,PPS,IT	: 	: 	0.0219 	0.0223 	0.0227 	0.0227 	0.0230 
A,KWH5000-14999,TAX_ENV,PPS,LT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 
A,KWH5000-14999,TAX_ENV,PPS,LU	0.0008 	0.0008 	0.0008 	0.0008 	0.0000 	0.0000 	: 
A,KWH5000-14999,TAX_ENV,PPS,LV	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,KWH5000-14999,TAX_ENV,PPS,ME	0.0000 	0.0000 	: 	: 	: 	: 	: 
A,KWH5000-14999,TAX_ENV,PPS,MK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,KWH5000-14999,TAX_ENV,PPS,MT	0.0018 	0.0017 	0.0017 	0.0017 	0.0017 	0.0017 	0.0017 
A,KWH5000-14999,TAX_ENV,PPS,NL	0.0474 	0.0491 	0.0507 	0.0250 	0.0199 	-0.0657 	: 
A,KWH5000-14999,TAX_ENV,PPS,NO	0.0120 	0.0122 	0.0113 	0.0110 	0.0119 	0.0097 	: 
A,KWH5000-14999,TAX_ENV,PPS,PL	0.0146 e	0.0175 	0.0155 	0.0264 	0.0348 	0.0522 	: 
A,KWH5000-14999,TAX_ENV,PPS,PT	0.0000 	0.0012 	0.0012 	0.0012 	0.0012 	0.0012 	0.0013 
A,KWH5000-14999,TAX_ENV,PPS,RO	0.0020 	0.0019 	0.0019 	0.0020 	0.0020 	0.0019 	: 
A,KWH5000-14999,TAX_ENV,PPS,RS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,KWH5000-14999,TAX_ENV,PPS,SE	0.0229 	0.0253 	0.0263 	0.0267 	0.0271 	0.0274 	0.0291 
A,KWH5000-14999,TAX_ENV,PPS,SI	0.0037 	0.0036 	0.0036 	0.0036 	0.0035 	0.0020 	0.0018 
A,KWH5000-14999,TAX_ENV,PPS,SK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 
A,KWH5000-14999,TAX_ENV,PPS,TR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,KWH5000-14999,TAX_ENV,PPS,UK	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,EUR,AT	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,EUR,BE	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,EUR,CY	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,EUR,DK	: 	: 	: 	: 	: 	-0.0079 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,EUR,EE	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,EUR,FI	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,EUR,IS	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,EUR,LI	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,EUR,LU	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,EUR,MD	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,EUR,MT	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,EUR,NL	: 	: 	: 	: 	: 	0.1131 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,EUR,PL	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,EUR,RS	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,EUR,SI	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,NAC,AT	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,NAC,BE	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,NAC,CY	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,NAC,EE	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,NAC,FI	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,NAC,LI	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,NAC,MD	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,NAC,MT	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,NAC,RS	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,NAC,SI	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,NAT,BE	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,NAT,CY	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,NAT,DK	: 	: 	: 	: 	: 	-0.0587 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,NAT,EE	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,NAT,FI	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,NAT,IS	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,NAT,LI	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,NAT,LU	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,NAT,MD	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,NAT,MT	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,NAT,NL	: 	: 	: 	: 	: 	0.1131 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,NAT,PL	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,NAT,RS	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,NAT,SI	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,PPS,AT	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,PPS,BE	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,PPS,CY	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,PPS,DK	: 	: 	: 	: 	: 	-0.0059 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,PPS,EE	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,PPS,FI	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,PPS,IS	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,PPS,LU	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,PPS,MT	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,PPS,NL	: 	: 	: 	: 	: 	0.0974 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,PPS,PL	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH5000-14999,TAX_ENV_ALLOW,PPS,RS	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH5000-14999,TAX_ENV_ALLOW,PPS,SI	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,AL	0.0143 	0.0152 	0.0156 	0.0153 e	0.0156 e	0.0163 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,AT	0.0646 	0.0629 	0.0615 	0.0658 	0.0701 	0.0438 	0.0073 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,BA	0.0130 	0.0134 	0.0138 	0.0144 	0.0145 	0.0147 	0.0128 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,BE	0.0982 	0.0894 	0.0854 	0.0869 	0.0927 	0.0757 	0.0860 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,BG	0.0162 	0.0166 	0.0161 	0.0160 	0.0173 	0.0186 	0.0194 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,CY	0.0476 d	0.0541 	0.0648 	0.0561 	0.0761 	0.0858 	0.1374 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,CZ	0.0410 	0.0415 	0.0444 	0.0440 	0.0305 	0.0502 	0.0474 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,DE	: 	: 	0.1505 	0.1545 	0.1565 	0.1147 	0.1076 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,DK	0.1522 	0.1517 	0.1376 	0.1259 	0.0942 	0.1243 	0.0847 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,EA	: 	: 	0.0942 	0.0913 	0.0893 	0.0601 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,EE	0.0353 	0.0352 	0.0367 	0.0338 	0.0400 	0.0479 	0.0473 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,EL	0.0700 	0.0672 	0.0567 	0.0494 	0.0515 	-0.0537 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,ES	0.0403 	0.0461 	0.0931 	0.0833 	0.0716 	0.0543 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,EU27_2020	: 	: 	0.0860 	0.0836 	0.0821 	0.0559 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,FI	0.0489 	0.0499 	0.0517 	0.0517 	0.0528 	0.0507 	0.0510 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,FR	0.0583 	0.0602 	0.0606 	0.0625 	0.0627 	0.0454 	0.0378 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,GE	: 	0.0125 	0.0106 	0.0096 	0.0734 	0.0931 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,HR	0.0197 	0.0287 	0.0288 	0.0284 	0.0285 	0.0293 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,HU	0.0233 	0.0230 	0.0228 	0.0211 	0.0211 	0.0223 	0.0304 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,IE	0.0324 	0.0398 	0.0335 	0.0363 	0.0532 	-0.0067 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,IS	0.0286 	0.0275 	0.0269 	0.0234 	0.0261 	0.0290 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,IT	0.0901 d	0.0891 d	0.1033 	0.0886 	0.0757 	0.0551 	0.0754 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,LI	0.0245 	0.0260 	0.0272 	0.0275 	0.0280 	0.0308 	0.0433 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,LT	0.0325 	0.0318 	0.0298 	0.0322 	0.0330 	0.0312 	0.0337 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,LU	0.0433 	0.0373 	0.0455 	0.0500 	0.0502 	0.0327 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,LV	0.0534 	0.0451 	0.0462 	0.0450 	0.0419 	0.0491 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,MD	: 	0.0020 	0.0004 	0.0003 	0.0003 	0.0140 	0.0008 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,ME	0.0172 	0.0181 	0.0199 	0.0169 	0.0146 	0.0173 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,MK	0.0123 	0.0118 	0.0119 	0.0123 	0.0035 	0.0046 	0.0133 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,MT	0.0088 	0.0087 	0.0087 	0.0086 	0.0087 	0.0084 	0.0081 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,NL	0.0914 	0.1017 	0.1148 	0.0879 	0.0845 	-0.0279 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,NO	0.0386 	0.0424 	0.0402 	0.0317 	0.0393 	-0.0311 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,PL	0.0455 	0.0456 	0.0453 	0.0528 	0.0600 	0.0527 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,PT	0.1108 	0.1182 	0.0924 	0.0938 	0.0955 	0.0364 	-0.0398 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,RO	0.0329 	0.0341 	0.0386 	0.0409 	0.0422 	0.0196 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,RS	0.0162 	0.0165 	0.0168 	0.0165 	0.0217 	0.0233 	0.0287 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,SE	0.0661 	0.0686 	0.0701 	0.0683 	0.0744 	0.0240 	0.0739 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,SI	0.0387 	0.0389 	0.0393 	0.0359 	0.0392 	0.0326 	0.0325 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,SK	0.0570 	0.0584 	0.0581 	0.0582 	0.0575 	0.0528 	0.0683 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,TR	0.0186 	0.0153 	0.0182 	0.0156 	0.0142 	0.0119 	0.0073 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,UA	: 	: 	: 	0.0000 	: 	: 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,UK	0.0435 	0.0523 	0.0621 	: 	: 	: 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,EUR,XK	0.0098 	0.0059 	0.0067 	0.0078 	0.0075 	0.0059 	0.0083 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,AT	: 	: 	: 	: 	: 	: 	0.0073 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,BA	: 	: 	: 	: 	: 	: 	0.0251 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,BE	: 	: 	: 	: 	: 	: 	0.0860 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,BG	: 	: 	: 	: 	: 	: 	0.0380 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,CY	: 	: 	: 	: 	: 	: 	0.1374 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,CZ	: 	: 	: 	: 	: 	: 	1.1522 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,DE	: 	: 	: 	: 	: 	: 	0.1076 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,DK	: 	: 	: 	: 	: 	: 	0.6318 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,EE	: 	: 	: 	: 	: 	: 	0.0473 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,FI	: 	: 	: 	: 	: 	: 	0.0510 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,FR	: 	: 	: 	: 	: 	: 	0.0378 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,HU	: 	: 	: 	: 	: 	9.0992 	11.6241 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,IT	: 	: 	: 	: 	: 	: 	0.0754 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,LI	: 	: 	: 	: 	: 	: 	0.0415 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,LT	: 	: 	: 	: 	: 	: 	0.0337 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,MD	: 	: 	: 	: 	: 	: 	0.0163 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,MK	: 	: 	: 	: 	: 	: 	0.8165 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,MT	: 	: 	: 	: 	: 	: 	0.0081 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,PT	: 	: 	: 	: 	: 	: 	-0.0398 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,RS	: 	: 	: 	: 	: 	: 	3.3590 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,SE	: 	: 	: 	: 	: 	: 	0.8588 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,SI	: 	: 	: 	: 	: 	: 	0.0325 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,SK	: 	: 	: 	: 	: 	: 	0.0683 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,TR	: 	: 	: 	: 	: 	: 	0.2176 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAC,XK	: 	: 	: 	: 	: 	: 	0.0083 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAT,AL	1.9000 	1.9000 	1.9000 	1.9000 e	1.9000 e	1.9000 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAT,AT	0.0646 	0.0629 	0.0615 	0.0658 	0.0701 	0.0438 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAT,BA	0.0254 	0.0262 	0.0270 	0.0282 	0.0284 	0.0287 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAT,BE	0.0982 	0.0894 	0.0854 	0.0869 	0.0927 	0.0757 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAT,BG	0.0316 	0.0324 	0.0315 	0.0312 	0.0338 	0.0364 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAT,CY	0.0476 d	0.0541 	0.0648 	0.0561 	0.0761 	0.0858 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAT,CZ	1.0600 	1.0700 	1.1400 	1.1700 	0.7761 	1.2297 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAT,DE	: 	: 	0.1505 	0.1545 	0.1565 	0.1147 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAT,DK	1.1322 	1.1312 	1.0274 	0.9374 	0.7007 	0.9244 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAT,EE	0.0353 	0.0352 	0.0367 	0.0338 	0.0400 	0.0479 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAT,EL	0.0700 	0.0672 	0.0567 	0.0494 	0.0515 	-0.0537 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAT,ES	0.0403 	0.0461 	0.0931 	0.0833 	0.0716 	0.0543 	: 
A,KWH5000-14999,TAX_FEE_LEV_CHRG,NAT,FI	0.0489 	0.0499 	0.0517 	0.0517 	0.0528 	0.0507 	: 
